Type                                  Module                      Label             Process        Full Name                                              Split level
edm::DetSetVector<StripDigiSimLink>    "simMuonCSCDigis"           "MuonCSCStripDigiSimLinks"   "HLT"          StripDigiSimLinkedmDetSetVector_simMuonCSCDigis_MuonCSCStripDigiSimLinks_HLT     1
edm::DetSetVector<StripDigiSimLink>    "simMuonCSCDigis"           "MuonCSCWireDigiSimLinks"   "HLT"          StripDigiSimLinkedmDetSetVector_simMuonCSCDigis_MuonCSCWireDigiSimLinks_HLT     1
edm::HepMCProduct                     "generatorSmeared"          ""                "HLT"          edmHepMCProduct_generatorSmeared__HLT                  1
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "generalTracks"             ""                "HLT"          TrackingRecHitsOwned_generalTracks__HLT                1
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltEgammaGsfTracksL1Seeded"   ""                "HLT"          TrackingRecHitsOwned_hltEgammaGsfTracksL1Seeded__HLT     1
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltPhase2PixelTracks"      ""                "HLT"          TrackingRecHitsOwned_hltPhase2PixelTracks__HLT         1
edm::RandomEngineStates               "randomEngineStateProducer"   ""                "HLT"          edmRandomEngineStates_randomEngineStateProducer__HLT     1
edm::RangeMap<CSCDetId,edm::OwnVector<CSCRecHit2D,edm::ClonePolicy<CSCRecHit2D> >,edm::ClonePolicy<CSCRecHit2D> >    "hltCsc2DRecHits"           ""                "HLT"          CSCDetIdCSCRecHit2DsOwnedRangeMap_hltCsc2DRecHits__HLT     1
edm::RangeMap<CSCDetId,edm::OwnVector<CSCSegment,edm::ClonePolicy<CSCSegment> >,edm::ClonePolicy<CSCSegment> >    "hltCscSegments"            ""                "HLT"          CSCDetIdCSCSegmentsOwnedRangeMap_hltCscSegments__HLT     1
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "hltDt4DSegments"           ""                "HLT"          DTChamberIdDTRecSegment4DsOwnedRangeMap_hltDt4DSegments__HLT     1
edm::RangeMap<RPCDetId,edm::OwnVector<RPCRecHit,edm::ClonePolicy<RPCRecHit> >,edm::ClonePolicy<RPCRecHit> >    "hltRpcRecHits"             ""                "HLT"          RPCDetIdRPCRecHitsOwnedRangeMap_hltRpcRecHits__HLT     1
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMaker"                ""                "HLT"          CaloTowersSorted_towerMaker__HLT                       1
edm::SortedCollection<EBSrFlag,edm::StrictWeakOrdering<EBSrFlag> >    "simEcalDigis"              "ebSrFlags"       "HLT"          EBSrFlagsSorted_simEcalDigis_ebSrFlags_HLT             1
edm::SortedCollection<EESrFlag,edm::StrictWeakOrdering<EESrFlag> >    "simEcalDigis"              "eeSrFlags"       "HLT"          EESrFlagsSorted_simEcalDigis_eeSrFlags_HLT             1
edm::SortedCollection<EcalEBTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalEBTriggerPrimitiveDigi> >    "simEcalEBTriggerPrimitiveDigis"   ""                "HLT"          EcalEBTriggerPrimitiveDigisSorted_simEcalEBTriggerPrimitiveDigis__HLT     1
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalDetailedTimeRecHit"    "EcalRecHitsEB"   "HLT"          EcalRecHitsSorted_ecalDetailedTimeRecHit_EcalRecHitsEB_HLT     1
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEB"   "HLT"          EcalRecHitsSorted_ecalRecHit_EcalRecHitsEB_HLT         1
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "hltEcalRecHit"             "EcalRecHitsEB"   "HLT"          EcalRecHitsSorted_hltEcalRecHit_EcalRecHitsEB_HLT      1
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalDetailedTimeRecHit"    "EcalRecHitsEE"   "HLT"          EcalRecHitsSorted_ecalDetailedTimeRecHit_EcalRecHitsEE_HLT     1
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEE"   "HLT"          EcalRecHitsSorted_ecalRecHit_EcalRecHitsEE_HLT         1
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "hltEcalRecHit"             "EcalRecHitsEE"   "HLT"          EcalRecHitsSorted_hltEcalRecHit_EcalRecHitsEE_HLT      1
edm::SortedCollection<EcalTimeDigi,edm::StrictWeakOrdering<EcalTimeDigi> >    "mix"                       "EBTimeDigi"      "HLT"          EcalTimeDigisSorted_mix_EBTimeDigi_HLT                 1
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "simEcalTriggerPrimitiveDigis"   ""                "HLT"          EcalTriggerPrimitiveDigisSorted_simEcalTriggerPrimitiveDigis__HLT     1
edm::SortedCollection<FTLDataFrameT<BTLDetId,BTLSample,mtdhelpers::BTLRowColDecode>,edm::StrictWeakOrdering<FTLDataFrameT<BTLDetId,BTLSample,mtdhelpers::BTLRowColDecode> > >    "mix"                       "FTLBarrel"       "HLT"          BTLDetIdBTLSamplemtdhelpersBTLRowColDecodeFTLDataFrameTsSorted_mix_FTLBarrel_HLT     1
edm::SortedCollection<FTLDataFrameT<ETLDetId,ETLSample,mtdhelpers::ETLRowColDecode>,edm::StrictWeakOrdering<FTLDataFrameT<ETLDetId,ETLSample,mtdhelpers::ETLRowColDecode> > >    "mix"                       "FTLEndcap"       "HLT"          ETLDetIdETLSamplemtdhelpersETLRowColDecodeFTLDataFrameTsSorted_mix_FTLEndcap_HLT     1
edm::SortedCollection<HBHEDataFrame,edm::StrictWeakOrdering<HBHEDataFrame> >    "simHcalDigis"              ""                "HLT"          HBHEDataFramesSorted_simHcalDigis__HLT                 1
edm::SortedCollection<HBHEDataFrame,edm::StrictWeakOrdering<HBHEDataFrame> >    "simHcalUnsuppressedDigis"   ""                "HLT"          HBHEDataFramesSorted_simHcalUnsuppressedDigis__HLT     1
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hltHbhereco"               ""                "HLT"          HBHERecHitsSorted_hltHbhereco__HLT                     1
edm::SortedCollection<HFDataFrame,edm::StrictWeakOrdering<HFDataFrame> >    "simHcalDigis"              ""                "HLT"          HFDataFramesSorted_simHcalDigis__HLT                   1
edm::SortedCollection<HFDataFrame,edm::StrictWeakOrdering<HFDataFrame> >    "simHcalUnsuppressedDigis"   ""                "HLT"          HFDataFramesSorted_simHcalUnsuppressedDigis__HLT       1
edm::SortedCollection<HFPreRecHit,edm::StrictWeakOrdering<HFPreRecHit> >    "hfprereco"                 ""                "HLT"          HFPreRecHitsSorted_hfprereco__HLT                      1
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hfreco"                    ""                "HLT"          HFRecHitsSorted_hfreco__HLT                            1
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hltHfreco"                 ""                "HLT"          HFRecHitsSorted_hltHfreco__HLT                         1
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "simHGCalUnsuppressedDigis"   "EE"              "HLT"          DetIdHGCSampleHGCDataFramesSorted_simHGCalUnsuppressedDigis_EE_HLT     1
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "simHGCalUnsuppressedDigis"   "HEback"          "HLT"          DetIdHGCSampleHGCDataFramesSorted_simHGCalUnsuppressedDigis_HEback_HLT     1
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "simHGCalUnsuppressedDigis"   "HEfront"         "HLT"          DetIdHGCSampleHGCDataFramesSorted_simHGCalUnsuppressedDigis_HEfront_HLT     1
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCEERecHits"    "HLT"          HGCRecHitsSorted_HGCalRecHit_HGCEERecHits_HLT          1
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHEBRecHits"   "HLT"          HGCRecHitsSorted_HGCalRecHit_HGCHEBRecHits_HLT         1
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHEFRecHits"   "HLT"          HGCRecHitsSorted_HGCalRecHit_HGCHEFRecHits_HLT         1
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHFNoseRecHits"   "HLT"          HGCRecHitsSorted_HGCalRecHit_HGCHFNoseRecHits_HLT      1
edm::SortedCollection<HODataFrame,edm::StrictWeakOrdering<HODataFrame> >    "simHcalDigis"              ""                "HLT"          HODataFramesSorted_simHcalDigis__HLT                   1
edm::SortedCollection<HODataFrame,edm::StrictWeakOrdering<HODataFrame> >    "simHcalUnsuppressedDigis"   ""                "HLT"          HODataFramesSorted_simHcalUnsuppressedDigis__HLT       1
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "hltHoreco"                 ""                "HLT"          HORecHitsSorted_hltHoreco__HLT                         1
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "horeco"                    ""                "HLT"          HORecHitsSorted_horeco__HLT                            1
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "simHcalTriggerPrimitiveDigis"   ""                "HLT"          HcalTriggerPrimitiveDigisSorted_simHcalTriggerPrimitiveDigis__HLT     1
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "simHcalUnsuppressedDigis"   ""                "HLT"          ZDCDataFramesSorted_simHcalUnsuppressedDigis__HLT      1
edm::TriggerResults                   "TriggerResults"            ""                "HLT"          edmTriggerResults_TriggerResults__HLT                  1
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationEBEE"   "HLT"          recoCaloClusteredmPtredmValueMap_particleFlowSuperClusterECAL_PFClusterAssociationEBEE_HLT     1
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCal"   "PFClusterAssociationEBEE"   "HLT"          recoCaloClusteredmPtredmValueMap_particleFlowSuperClusterHGCal_PFClusterAssociationEBEE_HLT     1
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationES"   "HLT"          recoCaloClusteredmPtredmValueMap_particleFlowSuperClusterECAL_PFClusterAssociationES_HLT     1
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCal"   "PFClusterAssociationES"   "HLT"          recoCaloClusteredmPtredmValueMap_particleFlowSuperClusterHGCal_PFClusterAssociationES_HLT     1
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "HLT"          floatedmValueMap_offlinePrimaryVertices__HLT           1
edm::ValueMap<float>                  "l1tBJetProducerPuppi"      "L1PFBJets"       "HLT"          floatedmValueMap_l1tBJetProducerPuppi_L1PFBJets_HLT     1
edm::ValueMap<float>                  "l1tBJetProducerPuppiCorrectedEmulator"   "L1PFBJets"       "HLT"          floatedmValueMap_l1tBJetProducerPuppiCorrectedEmulator_L1PFBJets_HLT     1
edm::ValueMap<float>                  "generalTracks"             "MVAVals"         "HLT"          floatedmValueMap_generalTracks_MVAVals_HLT             1
edm::ValueMap<float>                  "ecalBarrelClusterFastTimer"   "PerfectResolutionModel"   "HLT"          floatedmValueMap_ecalBarrelClusterFastTimer_PerfectResolutionModel_HLT     1
edm::ValueMap<float>                  "ecalBarrelClusterFastTimer"   "PerfectResolutionModelResolution"   "HLT"          floatedmValueMap_ecalBarrelClusterFastTimer_PerfectResolutionModelResolution_HLT     1
edm::ValueMap<int>                    "offlinePrimaryVertices"    ""                "HLT"          intedmValueMap_offlinePrimaryVertices__HLT             1
edm::ValueMap<pair<float,float> >     "hgcalMergeLayerClusters"   "timeLayerCluster"   "HLT"          floatfloatstdpairedmValueMap_hgcalMergeLayerClusters_timeLayerCluster_HLT     1
edmNew::DetSetVector<Phase2TrackerCluster1D>    "siPhase2Clusters"          ""                "HLT"          Phase2TrackerCluster1DedmNewDetSetVector_siPhase2Clusters__HLT     1
edmNew::DetSetVector<SiPixelCluster>    "siPixelClusters"           ""                "HLT"          SiPixelClusteredmNewDetSetVector_siPixelClusters__HLT     1
edmNew::DetSetVector<TTCluster<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "ClusterAccepted"   "HLT"          Phase2TrackerDigiedmDetSetVectorPhase2TrackerDigiPhase2TrackerDigiedmrefhelperFindForDetSetVectoredmRefTTClusteredmNewDetSetVector_TTStubsFromPhase2TrackerDigis_ClusterAccepted_HLT     1
edmNew::DetSetVector<TTCluster<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTClustersFromPhase2TrackerDigis"   "ClusterInclusive"   "HLT"          Phase2TrackerDigiedmDetSetVectorPhase2TrackerDigiPhase2TrackerDigiedmrefhelperFindForDetSetVectoredmRefTTClusteredmNewDetSetVector_TTClustersFromPhase2TrackerDigis_ClusterInclusive_HLT     1
edmNew::DetSetVector<TTCluster<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "ClusterRejected"   "HLT"          Phase2TrackerDigiedmDetSetVectorPhase2TrackerDigiPhase2TrackerDigiedmrefhelperFindForDetSetVectoredmRefTTClusteredmNewDetSetVector_TTStubsFromPhase2TrackerDigis_ClusterRejected_HLT     1
edmNew::DetSetVector<TTStub<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "StubAccepted"    "HLT"          Phase2TrackerDigiedmDetSetVectorPhase2TrackerDigiPhase2TrackerDigiedmrefhelperFindForDetSetVectoredmRefTTStubedmNewDetSetVector_TTStubsFromPhase2TrackerDigis_StubAccepted_HLT     1
edmNew::DetSetVector<TTStub<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "StubRejected"    "HLT"          Phase2TrackerDigiedmDetSetVectorPhase2TrackerDigiPhase2TrackerDigiedmrefhelperFindForDetSetVectoredmRefTTStubedmNewDetSetVector_TTStubsFromPhase2TrackerDigis_StubRejected_HLT     1
float                                 "l1tCaloJetHTT"             "CaloJetHTT"      "HLT"          float_l1tCaloJetHTT_CaloJetHTT_HLT                     1
float                                 "genParticles"              "t0"              "HLT"          float_genParticles_t0_HLT                              1
int                                   "addPileupInfo"             "bunchSpacing"    "HLT"          int_addPileupInfo_bunchSpacing_HLT                     1
l1t::RegionalOutput<vector<l1t::PFCandidate> >    "l1tLayer1"                 "PuppiRegional"   "HLT"          l1tPFCandidatesl1tRegionalOutput_l1tLayer1_PuppiRegional_HLT     1
l1t::RegionalOutput<vector<l1t::PFCandidate> >    "l1tLayer1Barrel"           "PuppiRegional"   "HLT"          l1tPFCandidatesl1tRegionalOutput_l1tLayer1Barrel_PuppiRegional_HLT     1
l1t::RegionalOutput<vector<l1t::PFCandidate> >    "l1tLayer1BarrelExtended"   "PuppiRegional"   "HLT"          l1tPFCandidatesl1tRegionalOutput_l1tLayer1BarrelExtended_PuppiRegional_HLT     1
l1t::RegionalOutput<vector<l1t::PFCandidate> >    "l1tLayer1Extended"         "PuppiRegional"   "HLT"          l1tPFCandidatesl1tRegionalOutput_l1tLayer1Extended_PuppiRegional_HLT     1
l1t::RegionalOutput<vector<l1t::PFCandidate> >    "l1tLayer1HF"               "PuppiRegional"   "HLT"          l1tPFCandidatesl1tRegionalOutput_l1tLayer1HF_PuppiRegional_HLT     1
l1t::RegionalOutput<vector<l1t::PFCandidate> >    "l1tLayer1HGCal"            "PuppiRegional"   "HLT"          l1tPFCandidatesl1tRegionalOutput_l1tLayer1HGCal_PuppiRegional_HLT     1
l1t::RegionalOutput<vector<l1t::PFCandidate> >    "l1tLayer1HGCalExtended"    "PuppiRegional"   "HLT"          l1tPFCandidatesl1tRegionalOutput_l1tLayer1HGCalExtended_PuppiRegional_HLT     1
l1t::RegionalOutput<vector<l1t::PFCandidate> >    "l1tLayer1HGCalNoTK"        "PuppiRegional"   "HLT"          l1tPFCandidatesl1tRegionalOutput_l1tLayer1HGCalNoTK_PuppiRegional_HLT     1
l1t::RegionalOutput<vector<l1t::TkElectron> >    "l1tLayer1Barrel"           "L1TkElePerBoard"   "HLT"          l1tTkElectronsl1tRegionalOutput_l1tLayer1Barrel_L1TkElePerBoard_HLT     1
l1t::RegionalOutput<vector<l1t::TkElectron> >    "l1tLayer1BarrelExtended"   "L1TkElePerBoard"   "HLT"          l1tTkElectronsl1tRegionalOutput_l1tLayer1BarrelExtended_L1TkElePerBoard_HLT     1
